"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"2018"	"2018"	"Female"	"F"	"100+ years"	"100+"	1939	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	551	116559	472.7
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	89	466980	19.1
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	57	572512	10.0
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"10-14 years"	"10-14"	83	571154	14.5
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	251	603879	41.6
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	579	651432	88.9
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	934	744482	125.5
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	965	696990	138.5
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	1099	629727	174.5
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	1251	568660	220.0
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	1928	604283	319.1
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"50-54 years"	"50-54"	3164	636980	496.7
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	4981	654292	761.3
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	6324	588558	1074.5
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	7432	473094	1570.9
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	8196	356719	2297.6
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	8923	239660	3723.2
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	9489	157447	6026.8
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"85-89 years"	"85-89"	10367	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"90-94 years"	"90-94"	7536	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"95-99 years"	"95-99"	2880	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"100+ years"	"100+"	455	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	35	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	397	109453	362.7
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	68	440638	15.4
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	62	546449	11.3
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	58	537637	10.8
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	94	577660	16.3
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	241	635630	37.9
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	350	731653	47.8
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	459	699055	65.7
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	568	641014	88.6
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	687	589775	116.5
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	1094	613672	178.3
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	1952	656870	297.2
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	2975	699587	425.3
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	4243	653447	649.3
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	5301	550776	962.5
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	6829	453901	1504.5
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	8205	329841	2487.6
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	10062	236954	4246.4
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"85-89 years"	"85-89"	12762	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"90-94 years"	"90-94"	12821	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"95-99 years"	"95-99"	7114	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"100+ years"	"100+"	1959	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	558	114477	487.4
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	86	462433	18.6
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	68	571442	11.9
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	76	563068	13.5
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	237	597739	39.6
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	600	634217	94.6
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	885	733350	120.7
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	1038	703593	147.5
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	1126	629991	178.7
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	1357	569181	238.4
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	1822	583079	312.5
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	3042	618183	492.1
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	4813	649259	741.3
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	6548	594863	1100.8
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	7727	481370	1605.2
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	8556	373875	2288.5
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	9006	248265	3627.6
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	9589	161163	5949.9
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"85-89 years"	"85-89"	10078	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"90-94 years"	"90-94"	7491	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"95-99 years"	"95-99"	2896	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"100+ years"	"100+"	438	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	25	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	387	108142	357.9
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	50	433670	11.5
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"5-9 years"	"5-9"	46	544385	8.4
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	57	532801	10.7
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	116	566924	20.5
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	276	623031	44.3
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	421	714677	58.9
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	584	701250	83.3
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"35-39 years"	"35-39"	727	638798	113.8
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"40-44 years"	"40-44"	964	591093	163.1
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"45-49 years"	"45-49"	1421	591255	240.3
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	2274	643605	353.3
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	3938	688119	572.3
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	5514	658126	837.8
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	6998	559343	1251.1
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	9134	472013	1935.1
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	10610	337313	3145.4
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"80-84 years"	"80-84"	12615	240375	5248.0
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"85-89 years"	"85-89"	15552	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"90-94 years"	"90-94"	15778	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"95-99 years"	"95-99"	8964	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"100+ years"	"100+"	2418	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	466	112830	413.0
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	76	453683	16.8
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"5-9 years"	"5-9"	60	570028	10.5
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	78	557448	14.0
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	295	586756	50.3
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	753	620541	121.3
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	1088	713310	152.5
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	1457	708311	205.7
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"35-39 years"	"35-39"	1789	629546	284.2
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"40-44 years"	"40-44"	1922	571776	336.1
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	2627	561666	467.7
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	4296	606985	707.8
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	6658	638490	1042.8
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	8956	599961	1492.8
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	10550	490770	2149.7
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	12069	390596	3089.9
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	12436	255230	4872.5
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	12927	163410	7910.8
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"85-89 years"	"85-89"	12402	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"90-94 years"	"90-94"	9495	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"95-99 years"	"95-99"	3541	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"100+ years"	"100+"	548	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"< 1 year"	"1"	383	103507	370.0
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"1-4 years"	"1-4"	58	433993	13.4
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"5-9 years"	"5-9"	58	556631	10.4
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"10-14 years"	"10-14"	55	566222	9.7
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"15-19 years"	"15-19"	114	592626	19.2
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"20-24 years"	"20-24"	225	622516	36.1
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"25-29 years"	"25-29"	409	693194	59.0
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"30-34 years"	"30-34"	629	711947	88.3
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"35-39 years"	"35-39"	808	660282	122.4
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"40-44 years"	"40-44"	956	617460	154.8
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"45-49 years"	"45-49"	1307	591903	220.8
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"50-54 years"	"50-54"	2306	658124	350.4
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"55-59 years"	"55-59"	3562	701276	507.9
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"60-64 years "	"60-64"	5114	681940	749.9
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"65-69 years"	"65-69"	6582	585914	1123.4
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"70-74 years"	"70-74"	8548	500433	1708.1
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"75-79 years"	"75-79"	9966	342766	2907.5
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"80-84 years"	"80-84"	11383	239471	4753.4
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"85-89 years"	"85-89"	13246	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"90-94 years"	"90-94"	13198	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"95-99 years"	"95-99"	7568	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"100+ years"	"100+"	2038	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"< 1 year"	"1"	485	107724	450.2
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"1-4 years"	"1-4"	95	453838	20.9
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"5-9 years"	"5-9"	62	582954	10.6
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"10-14 years"	"10-14"	66	597601	11.0
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"15-19 years"	"15-19"	306	615782	49.7
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"20-24 years"	"20-24"	675	622977	108.4
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"25-29 years"	"25-29"	1092	683646	159.7
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"30-34 years"	"30-34"	1425	716601	198.9
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"35-39 years"	"35-39"	1631	661924	246.4
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"40-44 years"	"40-44"	1952	608411	320.8
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"45-49 years"	"45-49"	2309	573246	402.8
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"50-54 years"	"50-54"	3893	637085	611.1
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"55-59 years"	"55-59"	6013	666059	902.8
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"60-64 years "	"60-64"	8170	638723	1279.1
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"65-69 years"	"65-69"	9434	528225	1786.0
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"70-74 years"	"70-74"	10824	423145	2558.0
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"75-79 years"	"75-79"	10945	264240	4142.1
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"80-84 years"	"80-84"	10894	164821	6609.6
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"85-89 years"	"85-89"	10875	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"90-94 years"	"90-94"	8042	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"95-99 years"	"95-99"	3140	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"100+ years"	"100+"	516	Not Applicable	Not Applicable
	"New York"	"36"	"2021 "	"2021"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	320	57920	552.5
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	47	240298	19.6
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"5-9 years"	"5-9"	32	308254	10.4
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"10-14 years"	"10-14"	55	325659	16.9
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	86	336190	25.6
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	191	336674	56.7
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	283	361963	78.2
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	409	337727	121.1
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	465	337622	137.7
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	573	327149	175.1
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	891	356855	249.7
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"50-54 years"	"50-54"	1436	349052	411.4
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	2223	363111	612.2
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"60-64 years "	"60-64"	2916	343517	848.9
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	3605	302458	1191.9
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	4540	244297	1858.4
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	5292	167463	3160.1
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"80-84 years"	"80-84"	6038	113541	5317.9
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"85-89 years"	"85-89"	6895	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"90-94 years"	"90-94"	5950	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"95-99 years"	"95-99"	2841	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"100+ years"	"100+"	653	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	477	60630	786.7
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	71	251280	28.3
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	43	319840	13.4
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"10-14 years"	"10-14"	58	338549	17.1
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	245	347988	70.4
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	541	361197	149.8
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	663	366599	180.9
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	694	326859	212.3
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	817	320982	254.5
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	930	310152	299.9
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	1356	340439	398.3
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"50-54 years"	"50-54"	2092	331494	631.1
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	3382	332859	1016.0
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	4532	303496	1493.3
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	5158	257565	2002.6
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	5912	206138	2868.0
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	5969	133208	4481.0
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	5775	78846	7324.4
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"85-89 years"	"85-89"	5140	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"90-94 years"	"90-94"	3237	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"95-99 years"	"95-99"	928	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"100+ years"	"100+"	121	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	372	58067	640.6
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	61	239856	25.4
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	32	308731	10.4
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	37	326268	11.3
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	98	338155	29.0
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	177	338141	52.3
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	313	363173	86.2
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	360	347155	103.7
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	457	339183	134.7
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	577	329949	174.9
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	943	353220	267.0
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	1315	346177	379.9
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	2227	366174	608.2
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	3029	349213	867.4
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	3705	310369	1193.7
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	4799	256763	1869.0
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	5526	175865	3142.2
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	6259	116735	5361.7
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"85-89 years"	"85-89"	6874	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"90-94 years"	"90-94"	6238	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"95-99 years"	"95-99"	2991	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"100+ years"	"100+"	624	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	436	60824	716.8
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	73	251023	29.1
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	50	320135	15.6
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	49	339338	14.4
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	280	350040	80.0
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	538	360724	149.1
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	712	370403	192.2
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	758	335338	226.0
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	858	323077	265.6
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	935	311218	300.4
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	1343	335379	400.4
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	2076	329291	630.4
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	3369	337120	999.3
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	4488	309618	1449.5
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	5247	263475	1991.5
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	5985	215901	2772.1
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	6130	140441	4364.8
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	5830	82151	7096.7
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	"85-89 years"	"85-89"	5210	Not Applicable	Not Applicable
