"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"25-34 years"	"25-34"	115	72239	159.2
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"35-44 years"	"35-44"	146	88578	164.8
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"45-54 years"	"45-54"	425	111931	379.7
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"55-64 years"	"55-64"	685	88012	778.3
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"65-74 years"	"65-74"	948	46624	2033.3
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"75-84 years"	"75-84"	1327	24369	5445.4
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"85+ years"	"85+"	1260	8051	15650.2
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	29	6304	460.0
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	26988	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	77351	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"15-24 years"	"15-24"	23	87335	26.3
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"25-34 years"	"25-34"	37	72999	50.7
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"35-44 years"	"35-44"	78	87077	89.6
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"45-54 years"	"45-54"	280	113012	247.8
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"55-64 years"	"55-64"	476	94101	505.8
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"65-74 years"	"65-74"	776	52414	1480.5
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"75-84 years"	"75-84"	1324	32518	4071.6
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"85+ years"	"85+"	2434	17242	14116.7
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	32	6606	484.4
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	27752	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	81325	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"15-24 years"	"15-24"	75	91109	82.3
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"25-34 years"	"25-34"	88	74019	118.9
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"35-44 years"	"35-44"	151	85398	176.8
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"45-54 years"	"45-54"	432	110326	391.6
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"55-64 years"	"55-64"	822	92116	892.4
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"65-74 years"	"65-74"	975	48874	1994.9
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"75-84 years"	"75-84"	1428	24914	5731.7
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"85+ years"	"85+"	1340	8414	15925.8
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	27	6175	437.2
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	26127	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	76286	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"15-24 years"	"15-24"	23	87511	26.3
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"25-34 years"	"25-34"	44	73760	59.7
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"35-44 years"	"35-44"	81	84456	95.9
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"45-54 years"	"45-54"	258	111398	231.6
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"55-64 years"	"55-64"	493	95965	513.7
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"65-74 years"	"65-74"	786	56690	1386.5
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"75-84 years"	"75-84"	1325	32398	4089.8
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	2330	17715	13152.7
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	25	6454	387.4
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	27197	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	79739	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"15-24 years"	"15-24"	64	91104	70.2
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"25-34 years"	"25-34"	98	75564	129.7
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"35-44 years"	"35-44"	138	82879	166.5
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"45-54 years"	"45-54"	428	108753	393.6
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"55-64 years"	"55-64"	798	93547	853.0
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"65-74 years"	"65-74"	1052	53049	1983.1
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"75-84 years"	"75-84"	1354	25252	5362.0
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	1377	8699	15829.4
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	35	6315	554.2
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25987	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	75243	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"15-24 years"	"15-24"	26	87615	29.7
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"25-34 years"	"25-34"	47	74544	63.1
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"35-44 years"	"35-44"	83	81884	101.4
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	249	108851	228.8
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	495	97762	506.3
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"65-74 years"	"65-74"	822	60358	1361.9
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"75-84 years"	"75-84"	1293	32873	3933.3
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	2413	18314	13175.7
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	35	6609	529.6
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26750	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	78466	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"15-24 years"	"15-24"	80	91186	87.7
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"25-34 years"	"25-34"	112	77022	145.4
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"35-44 years"	"35-44"	112	80272	139.5
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"45-54 years"	"45-54"	454	106184	427.6
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"55-64 years"	"55-64"	813	95564	850.7
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"65-74 years"	"65-74"	1063	56790	1871.8
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"75-84 years"	"75-84"	1387	25720	5392.7
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	1353	9150	14786.9
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	27	6150	439.0
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25549	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	74282	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"15-24 years"	"15-24"	23	88101	26.1
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"25-34 years"	"25-34"	78	75543	103.3
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"35-44 years"	"35-44"	77	79981	96.3
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"45-54 years"	"45-54"	264	106205	248.6
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"55-64 years"	"55-64"	541	100100	540.5
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"65-74 years"	"65-74"	815	63917	1275.1
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"75-84 years"	"75-84"	1380	33033	4177.6
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	2545	18483	13769.4
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	26	6411	405.6
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26435	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"5-14 years"	"5-14"	10	77167	Unreliable
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"15-24 years"	"15-24"	83	91452	90.8
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	148	78539	188.4
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	174	78510	221.6
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	414	103730	399.1
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	878	97595	899.6
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	1140	59948	1901.6
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	1385	26290	5268.2
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	1492	9392	15885.9
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	19	6238	Unreliable
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25373	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	73338	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"15-24 years"	"15-24"	31	88204	35.1
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	68	76069	89.4
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	121	78063	155.0
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	269	103920	258.9
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	573	102376	559.7
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	915	66810	1369.6
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	1388	33450	4149.5
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	2587	19111	13536.7
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	33	6546	504.1
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26437	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	75675	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"15-24 years"	"15-24"	72	91212	78.9
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	181	80161	225.8
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	201	76914	261.3
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"45-54 years"	"45-54"	402	101669	395.4
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"55-64 years"	"55-64"	847	99471	851.5
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"65-74 years"	"65-74"	1200	62748	1912.4
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"75-84 years"	"75-84"	1497	26990	5546.5
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"85+ years"	"85+"	1557	9833	15834.4
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	18	6078	Unreliable
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25174	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"5-14 years"	"5-14"	11	72302	Unreliable
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"15-24 years"	"15-24"	40	86659	46.2
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"25-34 years"	"25-34"	64	77839	82.2
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"35-44 years"	"35-44"	119	76378	155.8
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"45-54 years"	"45-54"	256	101564	252.1
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"55-64 years"	"55-64"	557	104675	532.1
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"65-74 years"	"65-74"	906	69903	1296.1
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"75-84 years"	"75-84"	1348	34149	3947.4
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	2554	19214	13292.4
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	27	6401	421.8
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26547	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	74841	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"15-24 years"	"15-24"	104	90102	115.4
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"25-34 years"	"25-34"	226	82765	273.1
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"35-44 years"	"35-44"	231	75803	304.7
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"45-54 years"	"45-54"	420	99382	422.6
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"55-64 years"	"55-64"	953	101481	939.1
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"65-74 years"	"65-74"	1222	65765	1858.1
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"75-84 years"	"75-84"	1487	27671	5373.9
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	1643	10102	16264.1
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	22	6084	361.6
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25330	Suppressed
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	71442	Suppressed
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"15-24 years"	"15-24"	26	86171	30.2
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"25-34 years"	"25-34"	85	79004	107.6
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"35-44 years"	"35-44"	101	76171	132.6
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"45-54 years"	"45-54"	256	99111	258.3
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"55-64 years"	"55-64"	581	106397	546.1
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	936	73112	1280.2
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	1383	35377	3909.3
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	2640	19587	13478.3
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	29	6401	453.1
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26666	Suppressed
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	74080	Suppressed
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"15-24 years"	"15-24"	100	89658	111.5
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"25-34 years"	"25-34"	198	84415	234.6
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"35-44 years"	"35-44"	177	75861	233.3
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"45-54 years"	"45-54"	444	96960	457.9
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	915	102887	889.3
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	1303	68659	1897.8
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	1618	28955	5588.0
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	1670	10467	15954.9
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	24	5948	403.5
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25150	Suppressed
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	71098	Suppressed
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"15-24 years"	"15-24"	36	85611	42.1
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"25-34 years"	"25-34"	83	81679	101.6
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"35-44 years"	"35-44"	94	77208	121.7
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"45-54 years"	"45-54"	243	96093	252.9
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"55-64 years"	"55-64"	611	108280	564.3
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"65-74 years"	"65-74"	940	75884	1238.7
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"75-84 years"	"75-84"	1453	37376	3887.5
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	2723	19865	13707.5
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	19	6269	Unreliable
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26653	Suppressed
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"5-14 years"	"5-14"	11	74376	Unreliable
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"15-24 years"	"15-24"	78	89202	87.4
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"25-34 years"	"25-34"	176	87396	201.4
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"35-44 years"	"35-44"	229	77466	295.6
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"45-54 years"	"45-54"	476	94149	505.6
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"55-64 years"	"55-64"	976	104235	936.3
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"65-74 years"	"65-74"	1312	71049	1846.6
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"75-84 years"	"75-84"	1578	30848	5115.4
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	1696	10623	15965.4
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	16	5885	Unreliable
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25270	Suppressed
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"5-14 years"	"5-14"	10	69848	Unreliable
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"15-24 years"	"15-24"	35	84257	41.5
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"25-34 years"	"25-34"	86	83332	103.2
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"35-44 years"	"35-44"	106	78139	135.7
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"45-54 years"	"45-54"	228	92610	246.2
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"55-64 years"	"55-64"	592	109277	541.7
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"65-74 years"	"65-74"	1025	79028	1297.0
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"75-84 years"	"75-84"	1480	38770	3817.4
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	2576	19502	13208.9
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	21	6167	340.5
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26299	Suppressed
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"5-14 years"	"5-14"	10	73601	Unreliable
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"15-24 years"	"15-24"	75	87617	85.6
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"25-34 years"	"25-34"	175	89484	195.6
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"35-44 years"	"35-44"	221	78361	282.0
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"45-54 years"	"45-54"	401	90663	442.3
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"55-64 years"	"55-64"	976	105037	929.2
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"65-74 years"	"65-74"	1385	73641	1880.7
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"75-84 years"	"75-84"	1624	32184	5046.0
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	1692	10739	15755.7
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"< 1 year"	"1"	23	5895	390.2
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25065	Suppressed
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	69333	Suppressed
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"15-24 years"	"15-24"	29	83479	34.7
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"25-34 years"	"25-34"	76	84462	90.0
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"35-44 years"	"35-44"	110	79357	138.6
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"45-54 years"	"45-54"	241	89789	268.4
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"55-64 years"	"55-64"	565	109753	514.8
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"65-74 years"	"65-74"	1041	82305	1264.8
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"75-84 years"	"75-84"	1599	40177	3979.9
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"85+ years"	"85+"	2871	19666	14598.8
	"New Hampshire"	"33"	"2020 "	"2020"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020 "	"2020"	"Male"	"M"	"< 1 year"	"1"	29	6163	470.6
	"New Hampshire"	"33"	"2020 "	"2020"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	25966	Suppressed
	"New Hampshire"	"33"	"2020 "	"2020"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	72941	Suppressed
	"New Hampshire"	"33"	"2020 "	"2020"	"Male"	"M"	"15-24 years"	"15-24"	68	86575	78.5
	"New Hampshire"	"33"	"2020 "	"2020"	"Male"	"M"	"25-34 years"	"25-34"	169	91036	185.6
