"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"30-34 years"	"30-34"	251	53605	468.2
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"35-39 years"	"35-39"	279	52186	534.6
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"40-44 years"	"40-44"	393	54185	725.3
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"45-49 years"	"45-49"	435	56069	775.8
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"50-54 years"	"50-54"	603	56931	1059.2
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"55-59 years"	"55-59"	920	59692	1541.2
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"60-64 years "	"60-64"	1249	61901	2017.7
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"65-69 years"	"65-69"	1570	57041	2752.4
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"70-74 years"	"70-74"	1810	48897	3701.7
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"75-79 years"	"75-79"	1803	30975	5820.8
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"80-84 years"	"80-84"	1682	18986	8859.2
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"85-89 years"	"85-89"	1285	Not Applicable	Not Applicable
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"90-94 years"	"90-94"	875	Not Applicable	Not Applicable
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"95-99 years"	"95-99"	278	Not Applicable	Not Applicable
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"100+ years"	"100+"	20	Not Applicable	Not Applicable
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"< 1 year"	"1"	162	30702	527.7
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"1-4 years"	"1-4"	24	128926	18.6
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"5-9 years"	"5-9"	19	168114	Unreliable
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"10-14 years"	"10-14"	22	178359	12.3
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"15-19 years"	"15-19"	49	184120	26.6
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"20-24 years"	"20-24"	111	192389	57.7
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"25-29 years"	"25-29"	156	183888	84.8
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"30-34 years"	"30-34"	204	175893	116.0
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"35-39 years"	"35-39"	229	184801	123.9
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"40-44 years"	"40-44"	281	172151	163.2
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"45-49 years"	"45-49"	394	165855	237.6
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"50-54 years"	"50-54"	691	181818	380.1
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"55-59 years"	"55-59"	1144	209450	546.2
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"60-64 years "	"60-64"	1663	205874	807.8
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"65-69 years"	"65-69"	2034	178416	1140.0
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"70-74 years"	"70-74"	2756	141021	1954.3
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"75-79 years"	"75-79"	3186	97796	3257.8
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"80-84 years"	"80-84"	3959	67908	5829.9
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"85-89 years"	"85-89"	4922	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"90-94 years"	"90-94"	4986	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"95-99 years"	"95-99"	2640	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"100+ years"	"100+"	631	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"< 1 year"	"1"	199	32057	620.8
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"1-4 years"	"1-4"	28	134594	20.8
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"5-9 years"	"5-9"	20	176390	11.3
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"10-14 years"	"10-14"	36	187046	19.2
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"15-19 years"	"15-19"	136	191468	71.0
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"20-24 years"	"20-24"	268	198844	134.8
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"25-29 years"	"25-29"	320	196054	163.2
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"30-34 years"	"30-34"	479	185142	258.7
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"35-39 years"	"35-39"	494	188628	261.9
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"40-44 years"	"40-44"	508	176441	287.9
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"45-49 years"	"45-49"	677	168550	401.7
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"50-54 years"	"50-54"	1111	182637	608.3
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"55-59 years"	"55-59"	1845	204597	901.8
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"60-64 years "	"60-64"	2668	199932	1334.5
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"65-69 years"	"65-69"	3240	170341	1902.1
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"70-74 years"	"70-74"	3841	130646	2940.0
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"75-79 years"	"75-79"	3925	83217	4716.6
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"80-84 years"	"80-84"	4130	51921	7954.4
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"85-89 years"	"85-89"	4164	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"90-94 years"	"90-94"	3081	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"95-99 years"	"95-99"	1121	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"100+ years"	"100+"	152	Not Applicable	Not Applicable
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"< 1 year"	"1"	15	3091	Unreliable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	13361	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	17793	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	19332	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	17823	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"20-24 years"	"20-24"	11	17916	Unreliable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"25-29 years"	"25-29"	19	17983	Unreliable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"30-34 years"	"30-34"	26	18411	141.2
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"35-39 years"	"35-39"	25	19127	130.7
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"40-44 years"	"40-44"	31	17327	178.9
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"45-49 years"	"45-49"	55	15577	353.1
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"50-54 years"	"50-54"	82	15365	533.7
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"55-59 years"	"55-59"	132	18406	717.2
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"60-64 years "	"60-64"	182	20287	897.1
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"65-69 years"	"65-69"	235	17876	1314.6
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"70-74 years"	"70-74"	271	13741	1972.2
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"75-79 years"	"75-79"	365	9210	3963.1
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"80-84 years"	"80-84"	335	6001	5582.4
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"85-89 years"	"85-89"	346	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"90-94 years"	"90-94"	354	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"95-99 years"	"95-99"	187	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"100+ years"	"100+"	39	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"< 1 year"	"1"	16	3232	Unreliable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	14101	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	19194	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	20268	Suppressed
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"15-19 years"	"15-19"	14	19181	Unreliable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"20-24 years"	"20-24"	36	20377	176.7
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"25-29 years"	"25-29"	50	19468	256.8
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"30-34 years"	"30-34"	62	20244	306.3
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"35-39 years"	"35-39"	71	20420	347.7
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"40-44 years"	"40-44"	66	18652	353.8
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"45-49 years"	"45-49"	86	16776	512.6
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"50-54 years"	"50-54"	99	16219	610.4
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"55-59 years"	"55-59"	195	18337	1063.4
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"60-64 years "	"60-64"	292	20284	1439.6
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"65-69 years"	"65-69"	371	18205	2037.9
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"70-74 years"	"70-74"	417	13992	2980.3
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"75-79 years"	"75-79"	400	8613	4644.1
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"80-84 years"	"80-84"	392	5124	7650.3
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"85-89 years"	"85-89"	352	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"90-94 years"	"90-94"	243	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"95-99 years"	"95-99"	76	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	191	27162	703.2
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	44	115279	38.2
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"5-9 years"	"5-9"	22	151049	14.6
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"10-14 years"	"10-14"	20	159751	12.5
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"15-19 years"	"15-19"	66	159313	41.4
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"20-24 years"	"20-24"	151	164940	91.5
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"25-29 years"	"25-29"	211	162974	129.5
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"30-34 years"	"30-34"	350	169551	206.4
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"35-39 years"	"35-39"	407	160798	253.1
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"40-44 years"	"40-44"	616	158824	387.9
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"45-49 years"	"45-49"	819	154957	528.5
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"50-54 years"	"50-54"	1154	163289	706.7
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"55-59 years"	"55-59"	1791	173147	1034.4
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"60-64 years "	"60-64"	2527	174995	1444.0
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"65-69 years"	"65-69"	2979	156918	1898.4
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"70-74 years"	"70-74"	3797	134094	2831.6
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"75-79 years"	"75-79"	4004	89706	4463.5
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"80-84 years"	"80-84"	4266	59380	7184.2
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"85-89 years"	"85-89"	4129	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"90-94 years"	"90-94"	3243	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"95-99 years"	"95-99"	1475	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"100+ years"	"100+"	316	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	253	28650	883.1
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	54	120711	44.7
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"5-9 years"	"5-9"	26	156416	16.6
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"10-14 years"	"10-14"	69	167012	41.3
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"15-19 years"	"15-19"	225	164271	137.0
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"20-24 years"	"20-24"	356	164191	216.8
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"25-29 years"	"25-29"	517	161525	320.1
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"30-34 years"	"30-34"	610	162373	375.7
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"35-39 years"	"35-39"	769	151707	506.9
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"40-44 years"	"40-44"	969	149996	646.0
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"45-49 years"	"45-49"	1219	146438	832.4
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"50-54 years"	"50-54"	1797	157510	1140.9
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"55-59 years"	"55-59"	2686	163607	1641.7
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"60-64 years "	"60-64"	3777	160624	2351.5
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"65-69 years"	"65-69"	4278	137459	3112.2
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"70-74 years"	"70-74"	4816	113473	4244.2
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"75-79 years"	"75-79"	4470	70655	6326.5
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"80-84 years"	"80-84"	4028	41930	9606.5
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"85-89 years"	"85-89"	3090	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"90-94 years"	"90-94"	1702	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"95-99 years"	"95-99"	531	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"100+ years"	"100+"	69	Not Applicable	Not Applicable
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"< 1 year"	"1"	34	4439	765.9
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	18929	Suppressed
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"5-9 years"	"5-9"	0	25092	Unreliable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	24599	Suppressed
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"15-19 years"	"15-19"	18	21611	Unreliable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"20-24 years"	"20-24"	25	21417	116.7
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"25-29 years"	"25-29"	49	25451	192.5
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"30-34 years"	"30-34"	61	27778	219.6
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"35-39 years"	"35-39"	75	26027	288.2
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"40-44 years"	"40-44"	62	21991	281.9
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"45-49 years"	"45-49"	86	19063	451.1
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"50-54 years"	"50-54"	115	20101	572.1
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"55-59 years"	"55-59"	143	21493	665.3
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"60-64 years "	"60-64"	191	21657	881.9
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"65-69 years"	"65-69"	276	18740	1472.8
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"70-74 years"	"70-74"	297	13585	2186.2
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"75-79 years"	"75-79"	288	7916	3638.2
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"80-84 years"	"80-84"	259	4513	5739.0
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"85-89 years"	"85-89"	263	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"90-94 years"	"90-94"	201	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"95-99 years"	"95-99"	94	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"100+ years"	"100+"	16	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"< 1 year"	"1"	36	4797	750.5
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	19946	Suppressed
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	26193	Suppressed
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	26481	Suppressed
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"15-19 years"	"15-19"	29	23910	121.3
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"20-24 years"	"20-24"	71	28846	246.1
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"25-29 years"	"25-29"	77	30113	255.7
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"30-34 years"	"30-34"	115	30212	380.6
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"35-39 years"	"35-39"	118	29153	404.8
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"40-44 years"	"40-44"	121	24486	494.2
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"45-49 years"	"45-49"	118	21562	547.3
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"50-54 years"	"50-54"	212	22437	944.9
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"55-59 years"	"55-59"	277	23647	1171.4
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"60-64 years "	"60-64"	391	23579	1658.3
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"65-69 years"	"65-69"	440	19557	2249.8
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"70-74 years"	"70-74"	424	14544	2915.3
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"75-79 years"	"75-79"	412	7997	5151.9
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"80-84 years"	"80-84"	319	4073	7832.1
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"85-89 years"	"85-89"	262	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"90-94 years"	"90-94"	159	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"95-99 years"	"95-99"	43	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"< 1 year"	"1"	204	37289	547.1
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"1-4 years"	"1-4"	46	159527	28.8
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"5-9 years"	"5-9"	25	217835	11.5
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"10-14 years"	"10-14"	41	233292	17.6
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"15-19 years"	"15-19"	102	235502	43.3
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"20-24 years"	"20-24"	216	238874	90.4
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"25-29 years"	"25-29"	269	242715	110.8
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"30-34 years"	"30-34"	379	240794	157.4
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"35-39 years"	"35-39"	503	227728	220.9
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"40-44 years"	"40-44"	560	218997	255.7
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"45-49 years"	"45-49"	800	208532	383.6
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"50-54 years"	"50-54"	1163	214587	542.0
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"55-59 years"	"55-59"	1736	222280	781.0
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"60-64 years "	"60-64"	2423	230367	1051.8
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"65-69 years"	"65-69"	3078	217233	1416.9
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"70-74 years"	"70-74"	4054	197954	2048.0
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"75-79 years"	"75-79"	4594	136187	3373.3
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"80-84 years"	"80-84"	4907	85994	5706.2
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"85-89 years"	"85-89"	4728	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"90-94 years"	"90-94"	4018	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"95-99 years"	"95-99"	2037	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"100+ years"	"100+"	470	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"< 1 year"	"1"	225	38841	579.3
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"1-4 years"	"1-4"	60	166199	36.1
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"5-9 years"	"5-9"	29	227653	12.7
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"10-14 years"	"10-14"	49	243841	20.1
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"15-19 years"	"15-19"	291	247550	117.6
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"20-24 years"	"20-24"	528	253017	208.7
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"25-29 years"	"25-29"	748	259955	287.7
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"30-34 years"	"30-34"	937	257628	363.7
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"35-39 years"	"35-39"	1018	242163	420.4
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"40-44 years"	"40-44"	1149	226304	507.7
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"45-49 years"	"45-49"	1394	209988	663.8
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"50-54 years"	"50-54"	1928	214574	898.5
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"55-59 years"	"55-59"	2769	213862	1294.8
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"60-64 years "	"60-64"	3835	213376	1797.3
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"65-69 years"	"65-69"	4690	192075	2441.8
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"70-74 years"	"70-74"	5559	175738	3163.2
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"75-79 years"	"75-79"	5824	120064	4850.7
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"80-84 years"	"80-84"	5380	74110	7259.5
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"85-89 years"	"85-89"	4517	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"90-94 years"	"90-94"	3028	Not Applicable	Not Applicable
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	"95-99 years"	"95-99"	1009	Not Applicable	Not Applicable
